(18.66374577867224, 14.576638438484885)
(12.10988076189731, 9.312521473927932)
(10.5528305743603, 7.916417956352234)
(10.100644248597165, 7.545559883117676)
(9.862404608980139, 8.062175214290619)
(9.42478408712022, 7.640560160983693)
(9.30104921124083, 7.510333375497297)
(8.991677482077415, 7.395202059637416)
(9.012393333810442, 7.338144405321642)
(8.977546050193462, 7.3780343315818095)
(8.75975221522311, 7.291578355160627)
(8.831719685108103, 7.348531796173616)
(8.635280771458403, 7.468457324938341)
(8.567754243282561, 7.594199603254145)
(8.601246342379996, 7.50496538660743)
(8.428957814865925, 7.771091596646742)
(8.309791803994077, 7.8117725090547045)
(20.001147637341884, 15.755568320100958)
(12.22154393348288, 10.12028272043575)
(10.811347195442687, 7.789337905970487)
(10.112927904788483, 8.486593300646001)
(9.551240209569322, 8.237750367684798)
(9.572465500933058, 7.881009063937447)
(9.02679775306519, 7.507760448889299)
(8.936132131738866, 7.7166072292761365)
(9.057338235226084, 7.4249076856808225)
(8.757241271911784, 7.1019926992329685)
(8.818183498179659, 7.100748184052381)
(8.720346391835111, 7.006581230597063)
(8.819212474721544, 7.212026444348422)
(8.574627249798876, 7.20318646051667)
(8.413582913419033, 7.2456754283471545)
(8.435741513333422, 7.322195947170258)
(8.441166620305244, 7.67326246066527)
(8.400243368554623, 7.64316361058842)
(14.483611700382639, 10.499055617234923)
(11.377937505219846, 7.842954624782909)
(10.665248705985698, 7.751260256225413)
(9.94130107792134, 7.445803980935704)
(9.613759185405488, 7.637709520079873)
(9.557623837856536, 7.188754769888791)
(9.184783509437073, 7.391993939876556)
(9.37167551416032, 7.319368546659296)
(8.927522261092003, 7.245046214623884)
(8.882805817938866, 7.146747480739247)
(8.900104203122728, 7.305035927078941)
(8.642342285907015, 7.105244436047294)
(8.596043817540432, 7.2544666582887825)
(8.646179670983173, 7.313847216692838)
(8.512401309419186, 7.524252783168446)
(8.389131803461845, 7.722744101827795)
(8.424306902479618, 7.734673418781974)
(8.462186291496804, 7.816711507060311)
(15.729376070042873, 12.868357717990875)
(11.571415641206377, 8.410412707112052)
(10.554154497511844, 7.736593885855242)
(10.155736330975877, 7.261400144208562)
(9.537741636976282, 8.007407264275985)
(9.41804534323672, 7.219551522623409)
(9.189058345683078, 7.275947473265908)
(8.972521284793286, 7.120298846201464)
(9.034996856400307, 7.333895076404918)
(8.996868785391463, 7.380964907732877)
(8.747291468559428, 7.2402595552531155)
(8.67106071431586, 7.259025178172371)
(8.695486862608726, 7.4520931270989506)
(8.533407868222987, 7.456108767877925)
(16.865977079310316, 15.485816977240823)
(11.65887672787017, 9.562838240103288)
(10.558309900633832, 8.53955281864513)
(9.979329195428402, 8.523572434078563)
(9.66504358428907, 8.35152044621381)
(9.449170376392122, 8.096673927523874)
(9.195502448589243, 7.712764723734423)
(9.046235449770665, 7.672452541914853)
(8.917305033257668, 7.528558216311715)
(8.894267567928802, 7.26098205555569)
(8.658806438775773, 7.538656494834206)
(8.572261530985223, 7.315790517763658)
(8.594135984461358, 7.3542612872340465)
(8.509981250509302, 7.305468014695427)
(8.539003833811334, 7.395632266998291)
(8.453557263029383, 7.3460591245781295)
(8.52874128108329, 7.596718609333038)
(8.344281427403713, 7.524063451723619)
(8.359285365552344, 7.578337875279513)
(15.84362954598792, 11.15913427959789)
(11.66728613478072, 8.883092706853693)
(10.400809520736654, 8.392945051193237)
(10.086004972457886, 7.502765628424558)
(9.75263126242034, 7.892931114543568)
(9.225048866677792, 7.450868525288322)
(9.048790445987214, 7.187885777516798)
(9.019447203646315, 7.504540627652949)
(9.017500258506612, 7.384836890480735)
(8.759412166920114, 7.323082203214819)
(8.835460074404454, 7.378858547319066)
(8.759069015371038, 7.62454856525768)
(8.685822724027837, 7.818041178313169)
(18.215199607483886, 14.496044939214533)
(12.18859094254514, 9.564207274805415)
(10.94542164181141, 7.86064777861942)
(10.14484554687713, 7.6593732400373975)
(9.67807597936468, 7.752038153735074)
(9.355252038925252, 7.6666688878427856)
(9.23201716453471, 7.57953032580289)
(9.040926275735206, 7.031890099698847)
(8.850776248789849, 7.6545593467625705)
(8.76575759623913, 7.631921373985031)
(8.865508810002753, 7.449658431790092)
(8.630396647656218, 7.232372720133174)
(8.509722982315306, 7.4510864967649635)
(8.50985927229866, 7.537899445403706)
(15.815167244444503, 10.011226881634105)
(11.746885111991395, 8.014893992380662)
(10.33439447651518, 7.655676901340485)
(9.923854290170873, 7.305376865647056)
(9.520770590356056, 7.416578471660614)
(9.401573734080538, 6.910895831205628)
(9.141391639062698, 7.2277696092020385)
(8.967167626035975, 7.400959334590218)
(8.900436444485441, 7.133501426740126)
(8.930271912128367, 7.165732700716365)
(8.744206961165084, 7.152129390022972)
(8.6671143288308, 7.289497749371962)
(8.589287720779156, 7.083630041642622)
(16.75952024662748, 12.660877455364574)
(11.87254062612006, 8.314745263619857)
(11.010118696283786, 8.181031779809432)
(10.203343395223008, 8.202616398984736)
(9.902171287130802, 7.728356908668172)
(9.7120796746396, 7.7924355105920275)
(9.169761084495708, 7.495219515128569)
(9.219580909673203, 7.388435667211359)
(8.886789013096626, 7.470352045514367)
(8.856578235296492, 7.4082001718607815)
(8.875893308761272, 7.393623595887965)
(8.840553217745843, 7.17150309140032)
(8.651926584700321, 7.258881203152916)
(8.544067719673857, 7.457174861972982)
(8.652735628980272, 7.570915119214491)
(8.534019477823948, 7.699567651206797)
(8.49115285721231, 7.831257652152669)
(8.464238500975547, 8.029419752684506)
