(14.243093058120373, 11.10403687613351)
(11.520967727483706, 9.312065022332328)
(10.669054885243261, 9.078601973397392)
(10.0437746768774, 9.321328605924334)
(9.847039549849754, 9.140494755336217)
(9.687893046889194, 8.49226266997201)
(9.244760602019554, 8.480481607573372)
(9.445060940675956, 8.884476167815071)
(9.116391059964203, 8.529451540538243)
(9.000034448712372, 8.590602806636266)
(8.99889399839002, 8.454110928944178)
(8.887214466582897, 8.671922717775617)
(8.68198423052943, 8.887041091918945)
(8.702363895815472, 8.888082129614693)
(8.51289276744044, 8.99131418977465)
(8.642002327497615, 8.88089997427804)
(8.6511445294979, 8.918999671936035)
(15.06251290787098, 13.479705946786064)
(12.534496218659157, 9.807413969721113)
(10.588372940240903, 9.567562971796308)
(10.101091351619987, 8.851818902151924)
(9.949904053710227, 8.652809381484985)
(9.426039554351984, 8.729778357914515)
(9.318582612414692, 8.610093934195381)
(9.025759092597074, 8.613643850599017)
(9.051772198011708, 8.407415287835258)
(9.15403272384821, 8.542291385786873)
(8.891312787699144, 8.541514941624232)
(8.903717362603476, 8.512589573860168)
(8.705553747886835, 8.61826569693429)
(8.641684403253157, 8.756510496139526)
(8.74629032611847, 8.644860812595912)
(15.634718140890431, 12.750246899468559)
(11.343190670013428, 9.89695634160723)
(10.689148647840632, 8.791590877941676)
(10.271506082179934, 8.92086843081883)
(9.827411490817402, 8.850188050951276)
(9.433282050975533, 8.857856103352137)
(9.33045686122983, 8.420542802129473)
(9.227768096812936, 8.509236914770943)
(8.950285185215085, 8.590744188853673)
(9.034494211507399, 8.480077334812709)
(8.789257440456124, 8.624005947794233)
(8.79362802172816, 8.575453094073705)
(8.750506193138833, 8.374782936913627)
(8.57007384300232, 8.73021640096392)
(8.61671663439551, 8.67080705506461)
(8.68180368667425, 8.71358437197549)
(8.513208200765211, 8.89905674116952)
(13.831767004589702, 10.345328961099897)
(11.403342590775601, 8.890582799911499)
(10.598733292069547, 9.222852672849383)
(9.89031599011532, 9.108055216925484)
(9.77744766168816, 9.04358628817967)
(9.408437784328017, 9.070545571190971)
(9.20897671233776, 8.886038661003113)
(9.426220830096755, 8.775797060557775)
(8.997273422950922, 8.836744478770665)
(8.996723358021226, 8.562193529946464)
(8.981722213501154, 8.89142029626029)
(8.90049813514532, 8.68272454398019)
(8.685768332592277, 8.885757889066424)
(8.7981539382491, 8.97740009852818)
(8.545486875744754, 8.98669079371861)
(15.974351894023807, 12.563974721091133)
(12.100122462871463, 9.388661231313433)
(10.754076641659404, 8.785153695515223)
(10.142181740250699, 8.960370455469404)
(9.681940721911053, 8.65944356577737)
(9.653855090917544, 8.49495416028159)
(9.408241033554077, 8.642792633601598)
(9.205879483112069, 8.728501524244036)
(9.122696732365808, 8.374884843826294)
(8.852629578390786, 8.402675254004341)
(8.91966606295386, 8.392018164907183)
(8.7885693533476, 8.307327406747001)
(8.86987060447072, 8.503661751747131)
(8.712765599406042, 8.578118869236537)
(15.800136277841967, 12.248893226896014)
(11.789170387179352, 9.272192188671657)
(10.408322417458823, 9.049674476896014)
(9.979689581449641, 8.67478324685778)
(9.677977237590524, 8.581143379211426)
(9.626978447270949, 8.66467547416687)
(9.27096175592999, 8.662388903754097)
(9.47560962965322, 8.539531418255397)
(9.25856587775918, 8.609918900898524)
(8.968958266945773, 8.401337657655988)
(8.874428299970406, 8.726378900664193)
(8.82069338754166, 8.767598867416382)
(18.549953826638156, 17.40387330736433)
(12.429265255151792, 10.470287016459874)
(11.023065783256708, 9.304935387202672)
(10.181664721910344, 9.056283065250941)
(9.882780956667522, 8.508923241070338)
(9.605305871298146, 8.968921320778984)
(9.28039238064788, 8.793242795126778)
(9.069085631259652, 8.717416763305664)
(9.007649418919586, 8.299981219427925)
(9.08187516622765, 8.367974758148193)
(8.788346620493156, 8.49173082624163)
(8.673565315645794, 8.358223012515477)
(8.690544777138289, 8.624007259096418)
(8.79832328197568, 8.639892952782768)
(8.452500276787337, 8.662340538842338)
(8.502599452817163, 8.516257541520256)
(8.555318480314211, 8.83983816419329)
(18.326561739278393, 15.09435054234096)
(12.164747515390086, 10.098560214042664)
(10.783918707869773, 9.031122412000384)
(10.19085319097652, 8.89674975190844)
(9.76485983715501, 8.592907888548714)
(9.411040112029674, 9.136388880865914)
(9.391159406928129, 8.828906076295036)
(9.213593618814336, 8.78620079585484)
(9.05976827200069, 8.819722073418754)
(9.013508802236514, 8.345847146851677)
(8.936801821686501, 8.539132561002459)
(8.71152212453443, 8.583263737814766)
(8.806699874789215, 9.135920797075544)
(17.14071046474368, 13.68585501398359)
(13.23995531437009, 10.498549052647181)
(10.834518122118572, 9.430380650929042)
(10.058074091756067, 8.956598826817103)
(9.771857705227164, 8.7962281363351)
(9.526064978089444, 8.880248018673488)
(9.35351076236991, 8.720634545598712)
(9.417279459709345, 8.729185887745448)
(9.01450770954753, 8.621413571493965)
(9.053664955981942, 8.46838550908225)
(8.82413437754609, 8.730832695960999)
(8.763508852138076, 8.619209459849767)
(8.743072236693182, 9.000622715268817)
(8.471805633500566, 8.728363241468157)
(8.571067044901293, 8.76882290840149)
