(20.03106707195903, 19.570632662091935)
(11.718013796695443, 14.391322885240827)
(10.200329076412112, 13.049645253590175)
(9.416791244994762, 13.015501567295619)
(8.95560657700827, 12.891866445541382)
(8.90427707239639, 12.935046706880842)
(8.411736488342285, 12.433557782854352)
(8.291136004203974, 12.950283663613456)
(8.338703377302302, 12.571229832512993)
(8.278975863789404, 12.952924524034772)
(8.27239866034929, 12.83564577783857)
(8.024177218592444, 13.43120527267456)
(13.485474242720493, 15.458006177629743)
(10.489689427752827, 12.902352946145195)
(9.605655731156816, 13.062083108084542)
(9.101735564165336, 12.92999962397984)
(8.978418095167292, 12.424720219203405)
(8.829425925432249, 12.958603654588972)
(8.722064895685328, 12.54110963003976)
(8.315189755240151, 12.576465845108032)
(8.367063333821852, 12.590488876615252)
(8.161117581434029, 12.512013401303973)
(8.229946824007255, 12.751883915492467)
(8.128335265226143, 12.727872099195208)
(8.048702592073484, 13.03472215788705)
(8.04386538682982, 13.14302110671997)
(19.586642265319824, 19.563662392752512)
(11.802358327909957, 13.871337005070277)
(9.82709901277409, 13.175174474716187)
(9.281790101250937, 12.664602620261055)
(9.106660377147586, 13.047244037900652)
(8.89749688880388, 12.491592066628593)
(8.53833673721136, 12.578206743512835)
(8.317112407018971, 12.672936711992536)
(8.380627515704132, 12.844191925866264)
(8.25154651043027, 12.528733491897583)
(8.041652510332506, 12.826310770852226)
(7.8860701183940085, 12.853672640664238)
(8.056976138159285, 13.349626609257289)
(7.930216675580934, 13.262481927871704)
(12.049311438272166, 13.106612239565168)
(10.383546208226404, 13.308271237782069)
(9.543177854183108, 12.954169716153826)
(9.323045076325883, 12.942010300500053)
(9.114953459695329, 12.72635783467974)
(8.778594890306163, 12.775590896606445)
(8.764928729035134, 12.64579667363848)
(8.599819865337638, 12.663607903889247)
(8.42629440440688, 12.622948033469063)
(8.294664163922155, 12.669266598565239)
(8.192085393639498, 12.742799486432757)
(8.190852242846821, 12.852919203894478)
(15.848632734875347, 16.68428829738072)
(11.189003223596616, 13.271840163639613)
(9.79691475491191, 13.488061359950475)
(9.388904543810112, 13.04162107195173)
(8.989588271739871, 12.740501199449811)
(8.779414836750474, 12.82486081123352)
(8.669827239457952, 12.994684866496495)
(8.475791859072308, 12.600018909999303)
(8.34980058670044, 12.562628746032715)
(8.351227391597837, 12.765090193067278)
(8.204852032106976, 12.905747175216675)
(15.060564129851585, 15.611565930502755)
(11.06543640757716, 13.612206969942365)
(9.81275554590447, 13.102534634726387)
(9.191608528758204, 12.908909116472516)
(9.067450944767442, 12.816518987928118)
(8.745179614355397, 12.8823630128588)
(8.653239582860193, 12.746130125863212)
(8.53036058226297, 12.648273978914533)
(8.349258239879164, 12.806778362819127)
(8.268829584121704, 13.061931678227015)
(8.172737021778905, 12.980509928294591)
(8.080488798230194, 13.083955458232335)
(15.192894891250965, 16.691343511853898)
(10.846921083539032, 13.169063363756452)
(9.889280956844951, 12.970400844301496)
(9.309300095535988, 12.60136900629316)
(8.729750405910403, 12.764434746333531)
(8.911446715510168, 12.525766440800258)
(8.477557783903078, 12.621855803898402)
(8.624527343483859, 12.70335078239441)
(8.342375649962314, 12.437732151576451)
(8.287534425424974, 12.559071574892316)
(8.106049764988034, 13.116374117987496)
(8.034225696741148, 12.858405215399605)
(7.965175612028255, 12.969414336340767)
(10.97356470241103, 12.985550914491926)
(10.13472197776617, 13.02718986783709)
(9.766648786012517, 13.01273158618382)
(9.235886856567028, 12.714720453534808)
(8.92146823572558, 12.612843820026942)
(8.862767247266548, 12.688099111829485)
(8.677574629007383, 12.60834561075483)
(8.52691037710323, 12.28746931893485)
(8.497137696243996, 12.532059056418282)
(8.252032008281974, 12.769956384386335)
(8.285174220107322, 12.90736630984715)
(8.18582019140554, 12.968001978737968)
(8.011619127073953, 13.031091621943883)
(14.16453876051792, 15.791465384619576)
(10.96638934556828, 13.75740088735308)
(9.750183709832125, 13.241466930934362)
(9.103902619938518, 12.790325335093907)
(8.893916723340057, 12.913272142410278)
(8.700787935146066, 12.72030336516244)
(8.598019505656042, 12.793687752314977)
(8.501617462136025, 12.659092358180455)
(8.449976449789004, 12.789754458836146)
(8.285930478295615, 12.935047319957189)
